bound_size,question_id,equivalent,error,time_cost,generated_sql,gold_sql
1,68,ERROR,UnknownColumnError: UnknownColumnError: UnknownColumnError: unknown column `Unknown attribute LOSS_RATE`,,"WITH AVG_LOSS AS ( SELECT AVG(LOSS_RATE) AS AVG_LOSS_RATE FROM VEG_LOSS_RATE_DF ), STD_DEV AS ( SELECT SQRT(SUM(POWER(LOSS_RATE - (SELECT AVG_LOSS_RATE FROM AVG_LOSS), 2)) / COUNT(*)) AS STD_DEV_LOSS_RATE FROM VEG_LOSS_RATE_DF ), LOSS_RATE_DEVIATION AS ( SELECT LOSS_RATE, CASE WHEN LOSS_RATE < (SELECT AVG_LOSS_RATE FROM AVG_LOSS) - (SELECT STD_DEV_LOSS_RATE FROM STD_DEV) THEN 'BELOW_AVG' WHEN LOSS_RATE > (SELECT AVG_LOSS_RATE FROM AVG_LOSS) + (SELECT STD_DEV_LOSS_RATE FROM STD_DEV) THEN 'ABOVE_AVG' ELSE 'WITHIN_STD_DEV' END AS LOSS_RATE_DEVIATION_CATEGORY FROM VEG_LOSS_RATE_DF ) SELECT (SELECT AVG_LOSS_RATE FROM AVG_LOSS) AS AVG_LOSS_RATE, COUNT(CASE WHEN LOSS_RATE_DEVIATION_CATEGORY = 'BELOW_AVG' THEN 1 END) AS BELOW_AVG_COUNT, COUNT(CASE WHEN LOSS_RATE_DEVIATION_CATEGORY = 'ABOVE_AVG' THEN 1 END) AS ABOVE_AVG_COUNT, COUNT(CASE WHEN LOSS_RATE_DEVIATION_CATEGORY = 'WITHIN_STD_DEV' THEN 1 END) AS WITHIN_STD_DEV_COUNT FROM LOSS_RATE_DEVIATION;","WITH STATS AS ( SELECT AVG(LOSS_RATE) AS AVG_LOSS_RATE, CASE WHEN AVG((LOSS_RATE) * (LOSS_RATE)) - AVG(LOSS_RATE) * AVG(LOSS_RATE) < 0 THEN 0.0 ELSE AVG((LOSS_RATE) * (LOSS_RATE)) - AVG(LOSS_RATE) * AVG(LOSS_RATE) END AS VARIANCE FROM VEG_LOSS_RATE_DF ) SELECT S.AVG_LOSS_RATE, SUM(CASE WHEN (V.LOSS_RATE - S.AVG_LOSS_RATE) < 0 AND (V.LOSS_RATE - S.AVG_LOSS_RATE) * (V.LOSS_RATE - S.AVG_LOSS_RATE) > S.VARIANCE THEN 1 ELSE 0 END) AS BELOW_ONE_SD_COUNT, SUM(CASE WHEN (V.LOSS_RATE - S.AVG_LOSS_RATE) > 0 AND (V.LOSS_RATE - S.AVG_LOSS_RATE) * (V.LOSS_RATE - S.AVG_LOSS_RATE) > S.VARIANCE THEN 1 ELSE 0 END) AS ABOVE_ONE_SD_COUNT, SUM(CASE WHEN (V.LOSS_RATE - S.AVG_LOSS_RATE) * (V.LOSS_RATE - S.AVG_LOSS_RATE) <= S.VARIANCE THEN 1 ELSE 0 END) AS WITHIN_ONE_SD_COUNT FROM VEG_LOSS_RATE_DF V CROSS JOIN STATS S;"
1,69,ERROR,ValueError: Index 69 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH PER_TEAM_MATCH_POINTS AS ( SELECT M.LEAGUE_ID, M.SEASON, M.HOME_TEAM_API_ID AS TEAM_API_ID, CASE WHEN M.HOME_TEAM_GOAL > M.AWAY_TEAM_GOAL THEN 3 WHEN M.HOME_TEAM_GOAL = M.AWAY_TEAM_GOAL THEN 1 ELSE 0 END AS PTS FROM MATCH M WHERE M.HOME_TEAM_GOAL IS NOT NULL AND M.AWAY_TEAM_GOAL IS NOT NULL UNION ALL SELECT M.LEAGUE_ID, M.SEASON, M.AWAY_TEAM_API_ID AS TEAM_API_ID, CASE WHEN M.AWAY_TEAM_GOAL > M.HOME_TEAM_GOAL THEN 3 WHEN M.AWAY_TEAM_GOAL = M.HOME_TEAM_GOAL THEN 1 ELSE 0 END AS PTS FROM MATCH M WHERE M.HOME_TEAM_GOAL IS NOT NULL AND M.AWAY_TEAM_GOAL IS NOT NULL ), AGG AS ( SELECT LEAGUE_ID, SEASON, TEAM_API_ID, SUM(PTS) AS TOTAL_POINTS FROM PER_TEAM_MATCH_POINTS GROUP BY LEAGUE_ID, SEASON, TEAM_API_ID ), CHAMPIONS AS ( SELECT A.LEAGUE_ID, A.SEASON, A.TEAM_API_ID, A.TOTAL_POINTS FROM AGG A WHERE A.TOTAL_POINTS = ( SELECT MAX(A2.TOTAL_POINTS) FROM AGG A2 WHERE A2.LEAGUE_ID = A.LEAGUE_ID AND A2.SEASON = A.SEASON ) ) SELECT T.TEAM_LONG_NAME AS TEAM_NAME, L.NAME AS LEAGUE, C.NAME AS COUNTRY, CH.SEASON, CH.TOTAL_POINTS FROM CHAMPIONS CH JOIN TEAM T ON T.TEAM_API_ID = CH.TEAM_API_ID JOIN LEAGUE L ON L.ID = CH.LEAGUE_ID JOIN COUNTRY C ON C.ID = L.COUNTRY_ID ORDER BY CH.SEASON, LEAGUE, TEAM_NAME;"
1,70,ERROR,ValueError: Index 70 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH SALES AS ( SELECT PRODUCT_ID, MTH, CAST(QTY AS REAL) AS QTY, ((CAST(STRFTIME('%Y', MTH) AS INTEGER) - 2016) * 12 + CAST(STRFTIME('%M', MTH) AS INTEGER)) AS T, CAST(STRFTIME('%M', MTH) AS INTEGER) AS MONTH_NO FROM MONTHLY_SALES WHERE PRODUCT_ID IN (4160, 7790) ), SALES36 AS ( SELECT * FROM SALES WHERE T BETWEEN 1 AND 36 ), CMA_CALC AS ( SELECT PRODUCT_ID, MTH, T, MONTH_NO, QTY, ( AVG(QTY) OVER ( PARTITION BY PRODUCT_ID ORDER BY MTH ROWS BETWEEN 6 PRECEDING AND 5 FOLLOWING ) + AVG(QTY) OVER ( PARTITION BY PRODUCT_ID ORDER BY MTH ROWS BETWEEN 5 PRECEDING AND 6 FOLLOWING ) ) / 2.0 AS CMA FROM SALES36 ), SEASON_RATIO AS ( SELECT PRODUCT_ID, MONTH_NO, QTY / CMA AS RATIO FROM CMA_CALC WHERE T BETWEEN 7 AND 30 AND CMA IS NOT NULL ), SEASON_RAW AS ( SELECT PRODUCT_ID, MONTH_NO, AVG(RATIO) AS SI_RAW FROM SEASON_RATIO GROUP BY PRODUCT_ID, MONTH_NO ), SEASON_ADJ AS ( SELECT PRODUCT_ID, MONTH_NO, SI_RAW * (12.0 / SUM(SI_RAW) OVER (PARTITION BY PRODUCT_ID)) AS SI FROM SEASON_RAW ), DESEASON AS ( SELECT S.PRODUCT_ID, S.MTH, S.T, S.MONTH_NO, S.QTY, S.QTY / SA.SI AS Y_DESEASON FROM SALES36 S JOIN SEASON_ADJ SA ON SA.PRODUCT_ID = S.PRODUCT_ID AND SA.MONTH_NO = S.MONTH_NO ), WEIGHTS AS ( SELECT D.*, COALESCE(C.CMA, 1.0) AS W FROM DESEASON D LEFT JOIN CMA_CALC C ON C.PRODUCT_ID = D.PRODUCT_ID AND C.MTH = D.MTH ), REGR_SUMS AS ( SELECT PRODUCT_ID, SUM(W) AS SW, SUM(W * T) AS SWX, SUM(W * Y_DESEASON) AS SWY, SUM(W * T * T) AS SWXX, SUM(W * T * Y_DESEASON) AS SWXY FROM WEIGHTS GROUP BY PRODUCT_ID ), REGR AS ( SELECT PRODUCT_ID, (SW * SWXY - SWX * SWY) / (SW * SWXX - SWX * SWX) AS B, (SWY - ((SW * SWXY - SWX * SWY) / (SW * SWXX - SWX * SWX)) * SWX) / SW AS A FROM REGR_SUMS ), CAL2018 AS ( WITH RECURSIVE CAL(MTH, T, MONTH_NO) AS ( SELECT '2018-01-01' AS MTH, ((2018 - 2016) * 12) + 1 AS T, 1 AS MONTH_NO UNION ALL SELECT DATE(MTH, '+1 MONTH'), T + 1, CASE WHEN MONTH_NO = 12 THEN 1 ELSE MONTH_NO + 1 END FROM CAL WHERE MTH < '2018-12-01' ) SELECT MTH, T, MONTH_NO FROM CAL ), FORECAST_MONTHS AS ( SELECT R.PRODUCT_ID, CAL.MTH, CAL.T, CAL.MONTH_NO, (R.A + R.B * CAL.T) * SA.SI AS YHAT FROM REGR R JOIN CAL2018 CAL JOIN SEASON_ADJ SA ON SA.PRODUCT_ID = R.PRODUCT_ID AND SA.MONTH_NO = CAL.MONTH_NO ), ANNUAL_FORECAST AS ( SELECT PRODUCT_ID, SUM(YHAT) AS ANNUAL_FORECAST FROM FORECAST_MONTHS GROUP BY PRODUCT_ID ), AVG_FORECAST AS ( SELECT AVG(ANNUAL_FORECAST) AS AVG_FORECAST_2018 FROM ANNUAL_FORECAST ) SELECT AVG_FORECAST_2018 FROM AVG_FORECAST;"
1,71,ERROR,ValueError: Index 71 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH RECURSIVE RECIPE_SPLIT(PIZZA_ID, REST, TOKEN) AS ( SELECT PIZZA_ID, TRIM(TOPPINGS), NULL FROM PIZZA_RECIPES UNION ALL SELECT PIZZA_ID, CASE WHEN INSTR(REST, ',') = 0 THEN '' ELSE LTRIM(SUBSTR(REST, INSTR(REST, ',') + 1)) END, TRIM(CASE WHEN INSTR(REST, ',') = 0 THEN REST ELSE SUBSTR(REST, 1, INSTR(REST, ',') - 1) END) FROM RECIPE_SPLIT WHERE REST <> '' ), RECIPE_TOPPINGS AS ( SELECT PIZZA_ID, CAST(TOKEN AS INTEGER) AS TOPPING_ID FROM RECIPE_SPLIT WHERE TOKEN IS NOT NULL AND TOKEN <> '' ), BASE_COUNTS AS ( SELECT O.ORDER_ID, O.PIZZA_ID, RT.TOPPING_ID, 1 AS CNT FROM PIZZA_CUSTOMER_ORDERS O JOIN RECIPE_TOPPINGS RT ON RT.PIZZA_ID = O.PIZZA_ID LEFT JOIN PIZZA_GET_EXCLUSIONS EX ON EX.ORDER_ID = O.ORDER_ID AND EX.EXCLUSIONS = RT.TOPPING_ID WHERE EX.ORDER_ID IS NULL ), EXTRAS_COUNTS AS ( SELECT GE.ORDER_ID, O.PIZZA_ID, GE.EXTRAS AS TOPPING_ID, SUM(COALESCE(GE.EXTRAS_COUNT, 1)) AS CNT FROM PIZZA_GET_EXTRAS GE JOIN PIZZA_CUSTOMER_ORDERS O ON O.ORDER_ID = GE.ORDER_ID GROUP BY GE.ORDER_ID, O.PIZZA_ID, GE.EXTRAS ), ALL_COUNTS AS ( SELECT ORDER_ID, PIZZA_ID, TOPPING_ID, SUM(CNT) AS TOTAL_CNT FROM ( SELECT ORDER_ID, PIZZA_ID, TOPPING_ID, CNT FROM BASE_COUNTS UNION ALL SELECT ORDER_ID, PIZZA_ID, TOPPING_ID, CNT FROM EXTRAS_COUNTS ) GROUP BY ORDER_ID, PIZZA_ID, TOPPING_ID ), INGREDIENT_NAMES AS ( SELECT AC.ORDER_ID, PN.PIZZA_NAME, PT.TOPPING_NAME, CASE WHEN AC.TOTAL_CNT > 1 THEN CAST(AC.TOTAL_CNT AS TEXT) || 'X' || PT.TOPPING_NAME ELSE PT.TOPPING_NAME END AS DISP FROM ALL_COUNTS AC JOIN PIZZA_NAMES PN ON PN.PIZZA_ID = AC.PIZZA_ID JOIN PIZZA_TOPPINGS PT ON PT.TOPPING_ID = AC.TOPPING_ID ) SELECT PIZZA_NAME || ': ' || GROUP_CONCAT(DISP, ', ') FROM ( SELECT ORDER_ID, PIZZA_NAME, DISP FROM INGREDIENT_NAMES ORDER BY ORDER_ID, LOWER(TOPPING_NAME), TOPPING_NAME ) GROUP BY ORDER_ID, PIZZA_NAME ORDER BY ORDER_ID;"
1,72,ERROR,ValueError: Index 72 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH RECURSIVE PRODUCTS_WITH_MIN AS ( SELECT PM.PRODUCT_ID, PM.QTY_MINIMUM AS MIN_QTY, PM.QTY_PURCHASE AS PURCHASE_QTY, COALESCE(SUM(INV.QTY), 0.0) AS START_QTY FROM PRODUCT_MINIMUMS PM LEFT JOIN INVENTORY INV ON INV.PRODUCT_ID = PM.PRODUCT_ID GROUP BY PM.PRODUCT_ID, PM.QTY_MINIMUM, PM.QTY_PURCHASE ), SALES_2019 AS ( SELECT OL.PRODUCT_ID, STRFTIME('%Y-%M-01', O.ORDERED) AS MTH, SUM(OL.QTY) AS QTY_SOLD FROM ORDERLINES OL JOIN ORDERS O ON O.ID = OL.ORDER_ID WHERE STRFTIME('%Y', O.ORDERED) = '2019' GROUP BY OL.PRODUCT_ID, STRFTIME('%Y-%M-01', O.ORDERED) ), SIM AS ( SELECT P.PRODUCT_ID, '2019-01-01' AS MTH, CASE WHEN (P.START_QTY - COALESCE(S.QTY_SOLD, 0)) < P.MIN_QTY THEN (P.START_QTY - COALESCE(S.QTY_SOLD, 0)) + P.PURCHASE_QTY ELSE (P.START_QTY - COALESCE(S.QTY_SOLD, 0)) END AS END_QTY, P.MIN_QTY, P.PURCHASE_QTY FROM PRODUCTS_WITH_MIN P LEFT JOIN SALES_2019 S ON S.PRODUCT_ID = P.PRODUCT_ID AND S.MTH = '2019-01-01' UNION ALL SELECT SIM.PRODUCT_ID, DATE(SIM.MTH, '+1 MONTH') AS MTH, CASE WHEN (SIM.END_QTY - COALESCE(S2.QTY_SOLD, 0)) < SIM.MIN_QTY THEN (SIM.END_QTY - COALESCE(S2.QTY_SOLD, 0)) + SIM.PURCHASE_QTY ELSE (SIM.END_QTY - COALESCE(S2.QTY_SOLD, 0)) END AS END_QTY, SIM.MIN_QTY, SIM.PURCHASE_QTY FROM SIM LEFT JOIN SALES_2019 S2 ON S2.PRODUCT_ID = SIM.PRODUCT_ID AND S2.MTH = DATE(SIM.MTH, '+1 MONTH') WHERE SIM.MTH < '2019-12-01' ), DIFFS AS ( SELECT PRODUCT_ID, MTH AS MONTH, END_QTY - MIN_QTY AS DIFF FROM SIM ) SELECT D.PRODUCT_ID, D.MONTH, D.DIFF AS SMALLEST_DIFFERENCE FROM DIFFS D WHERE NOT EXISTS ( SELECT 1 FROM DIFFS D2 WHERE D2.PRODUCT_ID = D.PRODUCT_ID AND (D2.DIFF < D.DIFF OR (D2.DIFF = D.DIFF AND D2.MONTH < D.MONTH)) ) ORDER BY D.PRODUCT_ID;"
1,73,ERROR,ValueError: Index 73 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH RECURSIVE DATE_BOUNDS AS ( SELECT DATE(STRFTIME('%Y-%M-01', MIN(TXN_DATE))) AS MIN_MONTH, DATE(STRFTIME('%Y-%M-01', MAX(TXN_DATE))) AS MAX_MONTH FROM CUSTOMER_TRANSACTIONS ), MONTHS AS ( SELECT MIN_MONTH AS MONTH_START, MAX_MONTH FROM DATE_BOUNDS UNION ALL SELECT DATE(MONTH_START, '+1 MONTH'), MAX_MONTH FROM MONTHS WHERE MONTH_START < MAX_MONTH ), CUSTOMERS AS ( SELECT DISTINCT CUSTOMER_ID FROM CUSTOMER_TRANSACTIONS ), MONTH_CUSTOMER AS ( SELECT C.CUSTOMER_ID, M.MONTH_START FROM CUSTOMERS C CROSS JOIN MONTHS M ), MONTHLY_CHANGES AS ( SELECT CUSTOMER_ID, DATE(STRFTIME('%Y-%M-01', TXN_DATE)) AS MONTH_START, SUM( CASE WHEN LOWER(TXN_TYPE) = 'DEPOSIT' THEN TXN_AMOUNT WHEN LOWER(TXN_TYPE) = 'WITHDRAWAL' THEN -TXN_AMOUNT ELSE 0 END ) AS MONTHLY_CHANGE FROM CUSTOMER_TRANSACTIONS GROUP BY CUSTOMER_ID, DATE(STRFTIME('%Y-%M-01', TXN_DATE)) ), JOINED AS ( SELECT MC.CUSTOMER_ID, MC.MONTH_START, COALESCE(MCH.MONTHLY_CHANGE, 0) AS MONTHLY_CHANGE FROM MONTH_CUSTOMER MC LEFT JOIN MONTHLY_CHANGES MCH ON MCH.CUSTOMER_ID = MC.CUSTOMER_ID AND MCH.MONTH_START = MC.MONTH_START ) SELECT CUSTOMER_ID, DATE(MONTH_START, '+1 MONTH', '-1 DAY') AS MONTH_END, MONTHLY_CHANGE, SUM(MONTHLY_CHANGE) OVER ( PARTITION BY CUSTOMER_ID ORDER BY MONTH_START ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW ) AS CLOSING_BALANCE FROM JOINED ORDER BY CUSTOMER_ID, MONTH_END;"
1,74,False,,56.494057,"WITH TOTALRUNSCONCEDED AS ( SELECT BB.BOWLER, SUM(BS.RUNS_SCORED) AS TOTAL_RUNS_CONCEDED FROM BALL_BY_BALL BB JOIN BATSMAN_SCORED BS ON BB.MATCH_ID = BS.MATCH_ID AND BB.OVER_ID = BS.OVER_ID AND BB.BALL_ID = BS.BALL_ID GROUP BY BB.BOWLER ), TOTALWICKETSTAKEN AS ( SELECT BB.BOWLER, COUNT(WT.PLAYER_OUT) AS TOTAL_WICKETS_TAKEN FROM BALL_BY_BALL BB JOIN WICKET_TAKEN WT ON BB.MATCH_ID = WT.MATCH_ID AND BB.OVER_ID = WT.OVER_ID AND BB.BALL_ID = WT.BALL_ID GROUP BY BB.BOWLER ), BOWLINGAVERAGE AS ( SELECT WTT.BOWLER, TRC.TOTAL_RUNS_CONCEDED / WTT.TOTAL_WICKETS_TAKEN AS BOWLING_AVERAGE FROM TOTALWICKETSTAKEN WTT JOIN TOTALRUNSCONCEDED TRC ON WTT.BOWLER = TRC.BOWLER WHERE WTT.TOTAL_WICKETS_TAKEN > 0 ) SELECT B.PLAYER_NAME FROM PLAYER B JOIN BOWLINGAVERAGE BA ON B.PLAYER_ID = BA.BOWLER ORDER BY BA.BOWLING_AVERAGE ASC LIMIT 1;","WITH DELIVERIES AS ( SELECT BB.MATCH_ID, BB.OVER_ID, BB.BALL_ID, BB.INNINGS_NO, BB.BOWLER, COALESCE(BS.RUNS_SCORED, 0) + COALESCE(ER.EXTRA_RUNS, 0) AS RUNS_CONCEDED FROM BALL_BY_BALL BB LEFT JOIN BATSMAN_SCORED BS ON BB.MATCH_ID = BS.MATCH_ID AND BB.OVER_ID = BS.OVER_ID AND BB.BALL_ID = BS.BALL_ID AND BB.INNINGS_NO = BS.INNINGS_NO LEFT JOIN ( SELECT MATCH_ID, OVER_ID, BALL_ID, INNINGS_NO, SUM(EXTRA_RUNS) AS EXTRA_RUNS FROM EXTRA_RUNS WHERE EXTRA_TYPE IN ('WIDES','NOBALLS') GROUP BY MATCH_ID, OVER_ID, BALL_ID, INNINGS_NO ) ER ON BB.MATCH_ID = ER.MATCH_ID AND BB.OVER_ID = ER.OVER_ID AND BB.BALL_ID = ER.BALL_ID AND BB.INNINGS_NO = ER.INNINGS_NO ), WICKETS_PER_BALL AS ( SELECT BB.MATCH_ID, BB.OVER_ID, BB.BALL_ID, BB.INNINGS_NO, SUM(CASE WHEN WK.KIND_OUT IN ('CAUGHT','BOWLED','LBW','CAUGHT AND BOWLED','STUMPED','HIT WICKET') THEN 1 ELSE 0 END) AS CREDITED_WICKETS FROM BALL_BY_BALL BB LEFT JOIN WICKET_TAKEN WK ON BB.MATCH_ID = WK.MATCH_ID AND BB.OVER_ID = WK.OVER_ID AND BB.BALL_ID = WK.BALL_ID AND BB.INNINGS_NO = WK.INNINGS_NO GROUP BY BB.MATCH_ID, BB.OVER_ID, BB.BALL_ID, BB.INNINGS_NO ), BOWLER_STATS AS ( SELECT D.BOWLER AS BOWLER_ID, SUM(D.RUNS_CONCEDED) AS RUNS_CONCEDED, SUM(COALESCE(W.CREDITED_WICKETS, 0)) AS WICKETS FROM DELIVERIES D LEFT JOIN WICKETS_PER_BALL W ON D.MATCH_ID = W.MATCH_ID AND D.OVER_ID = W.OVER_ID AND D.BALL_ID = W.BALL_ID AND D.INNINGS_NO = W.INNINGS_NO GROUP BY D.BOWLER HAVING SUM(COALESCE(W.CREDITED_WICKETS, 0)) > 0 ) SELECT P.PLAYER_NAME FROM BOWLER_STATS BS JOIN PLAYER P ON P.PLAYER_ID = BS.BOWLER_ID ORDER BY (BS.RUNS_CONCEDED * 1.0) / BS.WICKETS ASC LIMIT 1;"
1,75,ERROR,ValueError: Index 75 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH DAILY_COUNTS AS ( SELECT D.DRIVER_ID, O.ORDER_CREATED_YEAR, O.ORDER_CREATED_MONTH, O.ORDER_CREATED_DAY, COUNT(*) AS DELIVERIES_IN_DAY FROM DELIVERIES D JOIN ORDERS O ON O.DELIVERY_ORDER_ID = D.DELIVERY_ORDER_ID WHERE D.DELIVERY_STATUS = 'DELIVERED' GROUP BY D.DRIVER_ID, O.ORDER_CREATED_YEAR, O.ORDER_CREATED_MONTH, O.ORDER_CREATED_DAY ), DRIVER_AVG AS ( SELECT DRIVER_ID, AVG(DELIVERIES_IN_DAY) AS AVG_DAILY_DELIVERIES FROM DAILY_COUNTS GROUP BY DRIVER_ID ) SELECT DRIVER_ID, AVG_DAILY_DELIVERIES FROM DRIVER_AVG ORDER BY AVG_DAILY_DELIVERIES DESC LIMIT 5;"
1,76,ERROR,ValueError: Index 76 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH YEAR_TOTALS AS ( SELECT SUM(CASE WHEN SUBSTR(COLLISION_DATE, 1, 4) = '2021' THEN 1 ELSE 0 END) AS TOTAL_2021, SUM(CASE WHEN SUBSTR(COLLISION_DATE, 1, 4) = '2011' THEN 1 ELSE 0 END) AS TOTAL_2011 FROM COLLISIONS ), TOP_CAUSE_2021 AS ( SELECT PCF_VIOLATION_CATEGORY AS CAUSE FROM COLLISIONS WHERE SUBSTR(COLLISION_DATE, 1, 4) = '2021' AND PCF_VIOLATION_CATEGORY IS NOT NULL AND PCF_VIOLATION_CATEGORY <> '' GROUP BY PCF_VIOLATION_CATEGORY ORDER BY COUNT(*) DESC LIMIT 1 ), SHARES AS ( SELECT 100.0 * (SELECT COUNT(*) FROM COLLISIONS WHERE SUBSTR(COLLISION_DATE, 1, 4) = '2021' AND PCF_VIOLATION_CATEGORY = (SELECT CAUSE FROM TOP_CAUSE_2021) ) / (SELECT TOTAL_2021 FROM YEAR_TOTALS) AS SHARE_2021, 100.0 * (SELECT COUNT(*) FROM COLLISIONS WHERE SUBSTR(COLLISION_DATE, 1, 4) = '2011' AND PCF_VIOLATION_CATEGORY = (SELECT CAUSE FROM TOP_CAUSE_2021) ) / (SELECT TOTAL_2011 FROM YEAR_TOTALS) AS SHARE_2011 ) SELECT ROUND(SHARE_2011 - SHARE_2021, 2) AS SHARE_DECREASE_PERCENTAGE_POINTS FROM SHARES;"
1,77,ERROR,ValueError: Index 77 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH CUSTOMER_ORDERS AS ( SELECT C.CUSTOMER_UNIQUE_ID, COUNT(O.ORDER_ID) AS TOTAL_ORDERS_BY_CUSTOMERS, AVG(P.PAYMENT_VALUE) AS AVERAGE_PAYMENT_BY_CUSTOMER, C.CUSTOMER_CITY, C.CUSTOMER_STATE FROM OLIST_CUSTOMERS C JOIN OLIST_ORDERS O ON C.CUSTOMER_ID = O.CUSTOMER_ID JOIN OLIST_ORDER_PAYMENTS P ON O.ORDER_ID = P.ORDER_ID WHERE O.ORDER_STATUS = 'DELIVERED' GROUP BY C.CUSTOMER_UNIQUE_ID, C.CUSTOMER_CITY, C.CUSTOMER_STATE ) SELECT AVERAGE_PAYMENT_BY_CUSTOMER, CUSTOMER_CITY, CUSTOMER_STATE FROM CUSTOMER_ORDERS ORDER BY TOTAL_ORDERS_BY_CUSTOMERS DESC LIMIT 3;"
1,78,ERROR,ValueError: Index 78 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH CUSTOMER_SPEND_1998 AS ( SELECT C.CUSTOMERID, COALESCE(SUM(OD.UNITPRICE * OD.QUANTITY * (1 - OD.DISCOUNT)), 0) AS TOTAL_SPENT FROM CUSTOMERS C LEFT JOIN ORDERS O ON O.CUSTOMERID = C.CUSTOMERID AND SUBSTR(O.ORDERDATE, 1, 4) = '1998' LEFT JOIN ORDER_DETAILS OD ON OD.ORDERID = O.ORDERID GROUP BY C.CUSTOMERID ), TOTAL_CUSTOMERS AS ( SELECT COUNT(*) AS CNT FROM CUSTOMERS ) SELECT CGT.GROUPNAME, COUNT(CS.CUSTOMERID) AS CUSTOMER_COUNT, ROUND(100.0 * COUNT(CS.CUSTOMERID) / TC.CNT, 2) AS PERCENTAGE_OF_TOTAL FROM CUSTOMERGROUPTHRESHOLD CGT LEFT JOIN CUSTOMER_SPEND_1998 CS ON CS.TOTAL_SPENT BETWEEN CGT.RANGEBOTTOM AND CGT.RANGETOP CROSS JOIN TOTAL_CUSTOMERS TC GROUP BY CGT.GROUPNAME, TC.CNT ORDER BY CGT.GROUPNAME;"
1,79,ERROR,ValueError: Index 79 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH PRODUCT_VIEWED AS ( SELECT T1.PAGE_ID, SUM(CASE WHEN EVENT_TYPE = 1 THEN 1 ELSE 0 END) AS N_PAGE_VIEWS, SUM(CASE WHEN EVENT_TYPE = 2 THEN 1 ELSE 0 END) AS N_ADDED_TO_CART FROM SHOPPING_CART_PAGE_HIERARCHY AS T1 JOIN SHOPPING_CART_EVENTS AS T2 ON T1.PAGE_ID = T2.PAGE_ID WHERE T1.PRODUCT_ID IS NOT NULL GROUP BY T1.PAGE_ID ), PRODUCT_PURCHASED AS ( SELECT T2.PAGE_ID, SUM(CASE WHEN EVENT_TYPE = 2 THEN 1 ELSE 0 END) AS PURCHASED_FROM_CART FROM SHOPPING_CART_PAGE_HIERARCHY AS T1 JOIN SHOPPING_CART_EVENTS AS T2 ON T1.PAGE_ID = T2.PAGE_ID WHERE T1.PRODUCT_ID IS NOT NULL AND EXISTS ( SELECT VISIT_ID FROM SHOPPING_CART_EVENTS WHERE EVENT_TYPE = 3 AND T2.VISIT_ID = VISIT_ID ) AND T1.PAGE_ID NOT IN (1, 2, 12, 13) GROUP BY T2.PAGE_ID ), PRODUCT_ABANDONED AS ( SELECT T2.PAGE_ID, SUM(CASE WHEN EVENT_TYPE = 2 THEN 1 ELSE 0 END) AS ABANDONED_IN_CART FROM SHOPPING_CART_PAGE_HIERARCHY AS T1 JOIN SHOPPING_CART_EVENTS AS T2 ON T1.PAGE_ID = T2.PAGE_ID WHERE T1.PRODUCT_ID IS NOT NULL AND NOT EXISTS ( SELECT VISIT_ID FROM SHOPPING_CART_EVENTS WHERE EVENT_TYPE = 3 AND T2.VISIT_ID = VISIT_ID ) AND T1.PAGE_ID NOT IN (1, 2, 12, 13) GROUP BY T2.PAGE_ID ) SELECT T1.PAGE_ID, T1.PAGE_NAME, T2.N_PAGE_VIEWS AS 'NUMBER OF PRODUCT BEING VIEWED', T2.N_ADDED_TO_CART AS 'NUMBER ADDED TO THE CART', T4.ABANDONED_IN_CART AS 'WITHOUT BEING PURCHASED IN CART', T3.PURCHASED_FROM_CART AS 'COUNT OF ACTUAL PURCHASES' FROM SHOPPING_CART_PAGE_HIERARCHY AS T1 JOIN PRODUCT_VIEWED AS T2 ON T2.PAGE_ID = T1.PAGE_ID JOIN PRODUCT_PURCHASED AS T3 ON T3.PAGE_ID = T1.PAGE_ID JOIN PRODUCT_ABANDONED AS T4 ON T4.PAGE_ID = T1.PAGE_ID;"
